Registro,Variable,Mean,Found Value,Deviation
9431,VT_814X,17.297019177668332,150.0,22.580604636286665
9431,VT_814Y,14.5325314857436,150.0,27.40294536401115
9432,LIT_802,49.42086332225058,592.2639219877685,5.288447392572882
9432,VT_812X,10.797900807110196,150.0,38.27568816246563
9432,VT_812Y,10.22299347385575,150.0,37.61027588534155
9432,VT_814X,17.297019177668332,150.0,22.580604636286665
9432,VT_814Y,14.5325314857436,150.0,27.40294536401115
9433,LIT_802,49.42086332225058,592.2639219877685,5.288447392572882
9433,VT_812X,10.797900807110196,150.0,38.27568816246563
9433,VT_812Y,10.22299347385575,150.0,37.61027588534155
9433,VT_814X,17.297019177668332,150.0,22.580604636286665
9433,VT_814Y,14.5325314857436,150.0,27.40294536401115
9434,LIT_802,49.42086332225058,592.2639219877685,5.288447392572882
9434,VT_812X,10.797900807110196,150.0,38.27568816246563
9434,VT_812Y,10.22299347385575,150.0,37.61027588534155
9434,VT_814X,17.297019177668332,150.0,22.580604636286665
9434,VT_814Y,14.5325314857436,150.0,27.40294536401115
9435,LIT_802,49.42086332225058,592.2639219877685,5.288447392572882
9435,VT_812X,10.797900807110196,150.0,38.27568816246563
9435,VT_812Y,10.22299347385575,150.0,37.61027588534155
9435,VT_814X,17.297019177668332,150.0,22.580604636286665
9435,VT_814Y,14.5325314857436,150.0,27.40294536401115
9436,LIT_802,49.42086332225058,592.2639219877685,5.288447392572882
9436,VT_812X,10.797900807110196,150.0,38.27568816246563
9436,VT_812Y,10.22299347385575,150.0,37.61027588534155
9436,VT_814X,17.297019177668332,150.0,22.580604636286665
9436,VT_814Y,14.5325314857436,150.0,27.40294536401115
9437,LIT_802,49.42086332225058,592.2639219877685,5.288447392572882
9437,VT_812X,10.797900807110196,150.0,38.27568816246563
9437,VT_812Y,10.22299347385575,150.0,37.61027588534155
9437,VT_814X,17.297019177668332,150.0,22.580604636286665
9437,VT_814Y,14.5325314857436,150.0,27.40294536401115
9438,LIT_802,49.42086332225058,592.2639219877685,5.288447392572882
9438,VT_812X,10.797900807110196,150.0,38.27568816246563
9438,VT_812Y,10.22299347385575,150.0,37.61027588534155
9438,VT_814X,17.297019177668332,150.0,22.580604636286665
9438,VT_814Y,14.5325314857436,150.0,27.40294536401115
9439,LIT_802,49.42086332225058,592.2639219877685,5.288447392572882
9439,VT_812X,10.797900807110196,150.0,38.27568816246563
9439,VT_812Y,10.22299347385575,150.0,37.61027588534155
9439,VT_814X,17.297019177668332,150.0,22.580604636286665
9439,VT_814Y,14.5325314857436,150.0,27.40294536401115
9440,LIT_802,49.42086332225058,592.2639219877685,5.288447392572882
9440,VT_812X,10.797900807110196,150.0,38.27568816246563
9440,VT_812Y,10.22299347385575,150.0,37.61027588534155
9440,VT_814X,17.297019177668332,150.0,22.580604636286665
9440,VT_814Y,14.5325314857436,150.0,27.40294536401115
9441,LIT_802,49.42086332225058,592.2639219877685,5.288447392572882
9441,VT_812X,10.797900807110196,150.0,38.27568816246563
9441,VT_812Y,10.22299347385575,150.0,37.61027588534155
9441,VT_814X,17.297019177668332,150.0,22.580604636286665
9441,VT_814Y,14.5325314857436,150.0,27.40294536401115
9442,LIT_802,49.42086332225058,592.2639219877685,5.288447392572882
9442,VT_812X,10.797900807110196,150.0,38.27568816246563
9442,VT_812Y,10.22299347385575,150.0,37.61027588534155
9442,VT_814X,17.297019177668332,150.0,22.580604636286665
9442,VT_814Y,14.5325314857436,150.0,27.40294536401115
9443,LIT_802,49.42086332225058,592.2639219877685,5.288447392572882
9443,VT_812X,10.797900807110196,150.0,38.27568816246563
9443,VT_812Y,10.22299347385575,150.0,37.61027588534155
9443,VT_814X,17.297019177668332,150.0,22.580604636286665
9443,VT_814Y,14.5325314857436,150.0,27.40294536401115
9444,LIT_802,49.42086332225058,592.2639219877685,5.288447392572882
9444,VT_812X,10.797900807110196,150.0,38.27568816246563
9444,VT_812Y,10.22299347385575,150.0,37.61027588534155
9444,VT_814X,17.297019177668332,150.0,22.580604636286665
9444,VT_814Y,14.5325314857436,150.0,27.40294536401115
